url,college,from,dob,weight,to,active,position,height
http://www.basketball-reference.com/players/d/davismo01.html,Tennessee State University,1981,26-7-1958,205,1981,False,F,6-7
http://www.basketball-reference.com/players/d/davispa01.html,Michigan State University,2007,21-7-1984,270,2010,False,C,6-11
http://www.basketball-reference.com/players/d/davisra01.html,University of Cincinnati,1961,7-9-1938,180,1962,False,G,6-4
http://www.basketball-reference.com/players/d/davisre01.html,St. John's University,1956,22-4-1932,220,1956,False,C,6-7
http://www.basketball-reference.com/players/d/davisri01.html,University of Iowa,1999,23-9-1979,195,2010,False,G,6-6
http://www.basketball-reference.com/players/d/davisro01.html,Washington State University,1977,1-5-1954,198,1982,False,G-F,6-6
http://www.basketball-reference.com/players/d/daviste01.html,Virginia Union University,1990,17-6-1967,225,2001,False,F-C,6-9
http://www.basketball-reference.com/players/d/daviswa01.html,Texas A&M University,1954,5-1-1931,205,1958,False,C-F,6-8
http://www.basketball-reference.com/players/d/daviswa03.html,University of North Carolina,1978,9-9-1954,193,1992,False,G-F,6-6
http://www.basketball-reference.com/players/d/daviswa02.html,North Carolina Agricultural and Technical State University,1968,30-6-1943,212,1973,False,F-C,6-6
http://www.basketball-reference.com/players/d/daviswi01.html,University of North Texas,1971,9-8-1945,234,1971,False,C,6-8
http://www.basketball-reference.com/players/d/dawkian01.html,Duke University,2015,19-9-1991,215,2015,True,G,6-5
http://www.basketball-reference.com/players/d/dawkida01.html,NA,1976,11-1-1957,251,1989,False,C,6-11
http://www.basketball-reference.com/players/d/dawkijo01.html,Duke University,1987,28-9-1963,165,1995,False,G,6-2
http://www.basketball-reference.com/players/d/dawkipa01.html,Northern Illinois University,1980,10-6-1957,190,1980,False,F,6-5
http://www.basketball-reference.com/players/d/dawsobr01.html,Michigan State University,2016,1-2-1993,225,2016,True,F,6-6
http://www.basketball-reference.com/players/d/dawsoer01.html,Midwestern State University,2012,7-7-1984,250,2012,True,F,6-9
http://www.basketball-reference.com/players/d/dawsoji01.html,University of Illinois at Urbana-Champaign,1968,18-4-1945,175,1968,False,G,6-0
http://www.basketball-reference.com/players/d/dawsoto01.html,Florida State University,1991,25-8-1967,215,1995,False,F,6-7
http://www.basketball-reference.com/players/d/dayto01.html,University of Arkansas,1993,7-1-1970,188,2001,False,G-F,6-6
http://www.basketball-reference.com/players/d/dayeau01.html,Gonzaga University,2010,5-6-1988,220,2015,True,F,6-11
http://www.basketball-reference.com/players/d/dayeda01.html,"University of California, Los Angeles",1984,30-11-1960,220,1988,False,F-G,6-8
http://www.basketball-reference.com/players/d/decolna01.html,NA,2013,23-6-1987,200,2014,True,G,6-5
http://www.basketball-reference.com/players/d/deanegr01.html,University of Utah,1980,6-12-1957,190,1980,False,G,6-4
http://www.basketball-reference.com/players/d/deangbi01.html,Saint Joseph's University,1971,5-10-1946,180,1971,False,G,6-1
http://www.basketball-reference.com/players/d/debusda01.html,University of Detroit Mercy,1963,16-10-1940,220,1974,False,F-G,6-6
http://www.basketball-reference.com/players/d/declean01.html,University of Florida,1996,1-2-1973,230,2005,False,F-C,6-10
http://www.basketball-reference.com/players/d/dedmode01.html,University of Southern California,2014,12-8-1989,245,2016,True,C,7-0
http://www.basketball-reference.com/players/d/deedo01.html,Saint Mary of the Plains College,1969,9-8-1943,210,1969,False,F,6-8
http://www.basketball-reference.com/players/d/deesar01.html,Indiana University,1959,22-2-1936,205,1962,False,F-C,6-8
http://www.basketball-reference.com/players/d/deherte01.html,Seton Hall University,1994,12-9-1971,190,1999,False,G,6-2
http://www.basketball-reference.com/players/d/dehnere01.html,Columbia University,1947,NA,175,1947,False,F,6-3
http://www.basketball-reference.com/players/d/dejeabr01.html,Iowa State University,2016,21-8-1992,209,2016,True,G,6-6
http://www.basketball-reference.com/players/d/dekkesa01.html,University of Wisconsin,2016,6-5-1994,230,2016,True,F,6-9
http://www.basketball-reference.com/players/d/delnevi01.html,North Carolina State University,1989,9-8-1966,185,2002,False,G,6-4
http://www.basketball-reference.com/players/d/delebi01.html,University of Arizona,1992,6-4-1969,235,1999,False,F-C,6-9
http://www.basketball-reference.com/players/d/delfica01.html,NA,2005,29-8-1982,230,2013,True,G,6-6
http://www.basketball-reference.com/players/d/delkto01.html,University of Kentucky,1997,28-1-1974,189,2006,False,G,6-1
http://www.basketball-reference.com/players/d/dellama01.html,Saint Mary's College of California,2014,8-9-1990,198,2016,True,G,6-4
http://www.basketball-reference.com/players/d/delonna01.html,University of Wisconsin-River Falls,1952,5-1-1926,220,1952,False,C,6-6
http://www.basketball-reference.com/players/d/dembofe01.html,University of Wyoming,1989,24-1-1966,215,1989,False,F,6-5
http://www.basketball-reference.com/players/d/demicla01.html,University of Arizona,1980,27-6-1957,225,1982,False,F-C,6-9
http://www.basketball-reference.com/players/d/dempsde01.html,University of the Pacific,1994,12-2-1970,205,1997,False,G,6-3
http://www.basketball-reference.com/players/d/dempsge01.html,King's College,1955,19-7-1929,190,1959,False,G,6-2
http://www.basketball-reference.com/players/d/denglu01.html,Duke University,2005,16-4-1985,220,2016,True,F,6-9
http://www.basketball-reference.com/players/d/dennake01.html,Duke University,1982,18-10-1958,220,1984,False,F,6-8
http://www.basketball-reference.com/players/d/dennibl01.html,Lawrence Technological University,1953,19-9-1930,175,1953,False,G,6-2
http://www.basketball-reference.com/players/d/dentmju01.html,University of Washington,2012,5-9-1985,185,2013,False,G,5-11
http://www.basketball-reference.com/players/d/dentora01.html,Duke University,1972,18-2-1949,240,1977,False,C,6-10
http://www.basketball-reference.com/players/d/deprejo01.html,St. John's University,1971,19-12-1947,185,1973,False,G,6-3
http://www.basketball-reference.com/players/d/derliro01.html,Seattle University,1975,11-3-1952,175,1976,False,G,6-0
http://www.basketball-reference.com/players/d/derozde01.html,University of Southern California,2010,7-8-1989,220,2016,True,G,6-7
http://www.basketball-reference.com/players/d/deutsda01.html,University of Rochester,1967,13-5-1945,170,1967,False,G,6-1
http://www.basketball-reference.com/players/d/devlico01.html,George Washington University,1956,21-12-1931,195,1958,False,G,6-5
http://www.basketball-reference.com/players/d/dezonha01.html,Clark Atlanta University,1951,12-2-1922,215,1951,False,C-F,6-6
http://www.basketball-reference.com/players/d/dialde01.html,Eastern Michigan University,2000,20-12-1975,184,2004,False,G,6-4
http://www.basketball-reference.com/players/d/diawbo01.html,NA,2004,16-4-1982,250,2016,True,F-C,6-8
http://www.basketball-reference.com/players/d/diawaya01.html,Pepperdine University,2007,29-8-1982,225,2010,True,G-F,6-7
http://www.basketball-reference.com/players/d/diazgu01.html,University of Miami,2008,4-3-1985,192,2008,False,G,6-2
http://www.basketball-reference.com/players/d/dickada01.html,Gonzaga University,2003,16-9-1978,190,2008,False,G,6-0
http://www.basketball-reference.com/players/d/dickeka01.html,University of Idaho,2004,21-7-1978,215,2008,False,F,6-8
http://www.basketball-reference.com/players/d/dickehe01.html,University of Charleston,1976,27-11-1951,190,1977,False,G,6-4
http://www.basketball-reference.com/players/d/dickemi01.html,University of Arizona,1999,25-6-1975,190,2003,False,G-F,6-5
http://www.basketball-reference.com/players/d/dickecl01.html,Boise State University,1975,14-12-1951,185,1975,False,G,6-3
http://www.basketball-reference.com/players/d/dickede01.html,University of Cincinnati,1974,20-3-1951,218,1978,False,F,6-7
http://www.basketball-reference.com/players/d/dickedi01.html,North Carolina State University,1952,26-10-1926,175,1952,False,G,6-1
http://www.basketball-reference.com/players/d/dicksjo01.html,Arkansas State University,1968,18-11-1945,240,1968,False,C,6-10
http://www.basketball-reference.com/players/d/dienetr01.html,Marquette University,2006,1-3-1982,175,2010,False,G,6-1
http://www.basketball-reference.com/players/d/dienggo01.html,University of Louisville,2014,18-1-1990,241,2016,True,C,6-11
http://www.basketball-reference.com/players/d/dierkco01.html,University of Cincinnati,1959,2-10-1936,222,1971,False,C-F,6-9
http://www.basketball-reference.com/players/d/dietrco01.html,San Jose State University,1971,23-7-1948,220,1983,False,C-F,6-10
http://www.basketball-reference.com/players/d/digreer01.html,Providence College,1974,15-1-1951,180,1978,False,G,6-0
http://www.basketball-reference.com/players/d/dillcr01.html,University of Michigan,1968,17-12-1944,215,1968,False,C,6-11
http://www.basketball-reference.com/players/d/dilladu01.html,Eastern Michigan University,1976,9-3-1949,230,1976,False,F,6-6
http://www.basketball-reference.com/players/d/dillami01.html,Florida State University,1982,15-10-1958,170,1982,False,G,6-3
http://www.basketball-reference.com/players/d/dillebo01.html,Valparaiso University,1947,2-7-1917,190,1947,False,F,6-3
http://www.basketball-reference.com/players/d/dilloho01.html,University of North Carolina,1950,8-1-1924,180,1950,False,F,6-3
http://www.basketball-reference.com/players/d/dinkiby01.html,University of North Carolina at Charlotte,1990,15-6-1967,170,1991,False,G,6-1
http://www.basketball-reference.com/players/d/dinkija01.html,Voorhees College,1972,22-1-1950,210,1972,False,F,6-5
http://www.basketball-reference.com/players/d/dinneha01.html,Pepperdine University,1968,NA,200,1968,False,F-G,6-4
http://www.basketball-reference.com/players/d/dinwibi01.html,New Mexico Highlands University,1968,15-7-1943,220,1972,False,F,6-7
http://www.basketball-reference.com/players/d/dinwisp01.html,University of Colorado,2015,6-4-1993,200,2016,True,G,6-6
http://www.basketball-reference.com/players/d/dioguik01.html,Arizona State University,2006,11-9-1983,250,2012,True,F,6-8
http://www.basketball-reference.com/players/d/diopde01.html,NA,2002,30-1-1982,300,2013,False,C,7-0
http://www.basketball-reference.com/players/d/dischte01.html,Purdue University,1963,21-11-1940,189,1973,False,F-G,6-7
http://www.basketball-reference.com/players/d/diutefr01.html,St. Bonaventure University,1955,9-1-1929,210,1955,False,G,6-3
http://www.basketball-reference.com/players/d/divacvl01.html,NA,1990,3-2-1968,243,2005,False,C,7-1
http://www.basketball-reference.com/players/d/dixonju01.html,University of Maryland,2003,9-10-1978,164,2009,False,G,6-3
http://www.basketball-reference.com/players/d/djordal01.html,NA,1997,26-8-1967,198,1997,False,G,6-2
http://www.basketball-reference.com/players/d/doddea01.html,Truman State University,1950,1-11-1924,175,1950,False,F,6-5
http://www.basketball-reference.com/players/d/doleami01.html,University of Utah,1999,15-6-1977,262,2008,False,C,6-11
http://www.basketball-reference.com/players/d/dolhojo01.html,New York University,1950,9-7-1927,175,1951,False,G,6-0
http://www.basketball-reference.com/players/d/dollbo01.html,University of Colorado,1947,10-8-1919,195,1950,False,F-C,6-5
http://www.basketball-reference.com/players/d/donalja01.html,Washington State University,1981,16-8-1957,275,1995,False,C,7-2
http://www.basketball-reference.com/players/d/donhabo01.html,Ohio State University,1951,11-10-1926,190,1954,False,G-F,6-2
http://www.basketball-reference.com/players/d/donovbi01.html,Providence College,1988,30-5-1965,171,1988,False,G,5-11
http://www.basketball-reference.com/players/d/donovha01.html,Muhlenberg College,1950,10-9-1926,180,1950,False,G,6-2
http://www.basketball-reference.com/players/d/doolike01.html,University of Missouri,2001,8-5-1980,196,2013,False,G,6-3
http://www.basketball-reference.com/players/d/dorseja01.html,University of Georgia,1978,18-12-1954,230,1981,False,F,6-7
http://www.basketball-reference.com/players/d/dorsejo01.html,University of Memphis,2009,16-12-1983,268,2015,True,F,6-8
http://www.basketball-reference.com/players/d/dorsero01.html,Tennessee State University,1972,10-10-1948,200,1972,False,F,6-4
http://www.basketball-reference.com/players/d/doubyqu01.html,Rutgers University,2007,16-5-1984,175,2009,False,G,6-3
http://www.basketball-reference.com/players/d/douglbr01.html,University of Illinois at Urbana-Champaign,1987,9-4-1964,195,1987,False,G,6-3
http://www.basketball-reference.com/players/d/dougljo01.html,University of Kansas,1982,12-6-1956,170,1983,False,G,6-2
http://www.basketball-reference.com/players/d/douglle01.html,University of Alabama,1977,26-8-1954,230,1983,False,C-F,6-10
http://www.basketball-reference.com/players/d/douglsh01.html,Syracuse University,1990,15-9-1966,180,2001,False,G,6-0
http://www.basketball-reference.com/players/d/douglto01.html,Florida State University,2010,16-3-1986,195,2016,True,G,6-2
http://www.basketball-reference.com/players/d/douglch01.html,University of Memphis,2009,8-1-1987,200,2015,True,G,6-7
http://www.basketball-reference.com/players/d/doveso01.html,St. John's University,1968,16-8-1945,198,1972,False,F,6-7
http://www.basketball-reference.com/players/d/doverje01.html,LeMoyne-Owen College,1972,16-10-1949,155,1972,False,G,5-7
http://www.basketball-reference.com/players/d/dowdeza01.html,Virginia Polytechnic Institute and State University,2011,10-9-1984,191,2011,False,G,6-3
http://www.basketball-reference.com/players/d/downebi01.html,Marquette University,1948,11-11-1923,210,1948,False,C,6-6
http://www.basketball-reference.com/players/d/downist01.html,Indiana University,1974,9-9-1950,225,1975,False,C,6-8
http://www.basketball-reference.com/players/d/doyleda01.html,Belmont Abbey College,1963,6-2-1940,200,1963,False,F,6-8
http://www.basketball-reference.com/players/d/doziete01.html,University of South Carolina,1990,29-6-1966,210,1990,False,F,6-9
http://www.basketball-reference.com/players/d/dragigo01.html,NA,2009,6-5-1986,190,2016,True,G,6-3
http://www.basketball-reference.com/players/d/dragizo01.html,NA,2015,22-6-1989,200,2015,True,G-F,6-5
http://www.basketball-reference.com/players/d/dreilgr01.html,University of Kansas,1987,7-11-1962,250,1997,False,C,7-1
http://www.basketball-reference.com/players/d/drewbr01.html,Valparaiso University,1999,21-9-1974,185,2004,False,G,6-2
http://www.basketball-reference.com/players/d/drewjo01.html,Gardner-Webb University,1975,30-9-1954,205,1985,False,F-G,6-6
http://www.basketball-reference.com/players/d/drewla01.html,University of Missouri,1981,2-4-1958,170,1991,False,G,6-1
http://www.basketball-reference.com/players/d/drewla02.html,"University of California, Los Angeles",2015,5-3-1990,180,2015,True,G,6-2
http://www.basketball-reference.com/players/d/drexlcl01.html,University of Houston,1984,22-6-1962,210,1998,False,G,6-7
http://www.basketball-reference.com/players/d/driggna01.html,University of Montevallo,1997,12-10-1973,215,1997,False,G,6-5
http://www.basketball-reference.com/players/d/driscte01.html,Boston College,1971,28-8-1947,215,1975,False,F,6-7
http://www.basketball-reference.com/players/d/drobnpr01.html,NA,2002,27-10-1975,270,2005,False,C,6-11
http://www.basketball-reference.com/players/d/drollra01.html,"University of California, Los Angeles",1981,20-4-1954,250,1981,False,C,7-2
http://www.basketball-reference.com/players/d/drumman01.html,University of Connecticut,2013,10-8-1993,279,2016,True,C,6-11
http://www.basketball-reference.com/players/d/duckedi01.html,St. John's University,1958,25-3-1933,185,1958,False,G,6-1
http://www.basketball-reference.com/players/d/duckwke01.html,Eastern Illinois University,1987,1-4-1964,275,1997,False,C,7-0
http://www.basketball-reference.com/players/d/dudlech01.html,University of Washington,1973,5-3-1950,180,1979,False,G,6-2
http://www.basketball-reference.com/players/d/dudlech02.html,Yale University,1988,22-2-1965,235,2003,False,C,6-11
http://www.basketball-reference.com/players/d/dudleja01.html,Boston College,2008,10-7-1985,225,2016,True,F-G,6-7
http://www.basketball-reference.com/players/d/duerote01.html,University of Detroit Mercy,1980,29-7-1956,180,1983,False,G,6-2
http://www.basketball-reference.com/players/d/duffybo01.html,Tulane University,1947,5-7-1922,175,1947,False,F,6-4
http://www.basketball-reference.com/players/d/duffybo02.html,Colgate University,1963,26-9-1940,185,1965,False,G,6-3
http://www.basketball-reference.com/players/d/duhonch01.html,Duke University,2005,31-8-1982,185,2013,False,G,6-1
http://www.basketball-reference.com/players/d/dukeswa01.html,Seton Hall University,1956,23-6-1930,220,1963,False,C,7-0
http://www.basketball-reference.com/players/d/dumarjo01.html,McNeese State University,1986,24-5-1963,190,1999,False,G,6-3
http://www.basketball-reference.com/players/d/dumasri01.html,Northeastern State University,1969,NA,170,1969,False,G,6-3
http://www.basketball-reference.com/players/d/dumasri02.html,Oklahoma State University,1993,19-5-1969,200,1996,False,F,6-7
http://www.basketball-reference.com/players/d/dumasto01.html,University of Missouri-Kansas City,1995,25-8-1972,190,1998,False,G,6-6
http://www.basketball-reference.com/players/d/duncaan01.html,College of William & Mary,1949,17-4-1922,195,1951,False,F-C,6-6
http://www.basketball-reference.com/players/d/duncati01.html,Wake Forest University,1998,25-4-1976,250,2016,True,F-C,6-11
http://www.basketball-reference.com/players/d/dunlemi01.html,University of South Carolina,1977,21-3-1954,180,1990,False,G,6-3
http://www.basketball-reference.com/players/d/dunlemi02.html,Duke University,2003,15-9-1980,230,2015,True,F-G,6-9
http://www.basketball-reference.com/players/d/dunnpa01.html,Utah State University,1958,17-3-1931,170,1958,False,G,6-2
http://www.basketball-reference.com/players/d/dunntr01.html,University of Alabama,1978,1-2-1955,192,1991,False,G-F,6-4
http://www.basketball-reference.com/players/d/duprero01.html,Louisiana State University,2004,26-1-1981,209,2011,False,F,6-7
http://www.basketball-reference.com/players/d/duranke01.html,University of Texas at Austin,2008,29-9-1988,240,2016,True,F,6-9
http://www.basketball-reference.com/players/d/durenjo01.html,Georgetown University,1981,30-10-1958,195,1983,False,G,6-3
http://www.basketball-reference.com/players/d/durhaja01.html,Duquesne University,1972,22-8-1949,188,1972,False,F,6-5
http://www.basketball-reference.com/players/d/durhapa01.html,Colorado State University,1993,10-3-1967,210,1995,False,F,6-7
http://www.basketball-reference.com/players/d/durrade01.html,Brigham Young University,1985,20-10-1960,200,1986,False,F,6-7
http://www.basketball-reference.com/players/d/durreke01.html,La Salle University,1972,8-12-1948,190,1975,False,F,6-7
http://www.basketball-reference.com/players/d/duvalde01.html,Syracuse University,1975,31-3-1952,175,1976,False,G,6-3
http://www.basketball-reference.com/players/d/dwanja01.html,Loyola University of Chicago,1949,3-5-1921,200,1949,False,F-G,6-4
http://www.basketball-reference.com/players/d/dykemcr01.html,"California State University, Long Beach",1982,11-6-1959,190,1982,False,F,6-8
http://www.basketball-reference.com/players/d/dykerge01.html,DePaul University,1954,17-2-1930,225,1954,False,F,6-6
http://www.basketball-reference.com/players/d/dysonje01.html,University of Connecticut,2012,1-5-1987,180,2012,False,G,6-3
http://www.basketball-reference.com/players/e/eacklle01.html,University of New Orleans,1989,24-11-1966,220,1998,False,G-F,6-5
http://www.basketball-reference.com/players/e/eakinji01.html,Brigham Young University,1969,24-5-1946,215,1978,False,C,6-11
http://www.basketball-reference.com/players/e/earlac01.html,University of Iowa,1994,23-6-1970,240,1997,False,F-C,6-10
http://www.basketball-reference.com/players/e/earleed01.html,Loyola University of Chicago,1954,28-4-1927,190,1954,False,F,6-3
http://www.basketball-reference.com/players/e/earlycl01.html,Wichita State University,2015,17-4-1991,210,2016,True,F,6-8
http://www.basketball-reference.com/players/e/earlype01.html,NA,1969,30-5-1943,114,1969,False,G,5-3
http://www.basketball-reference.com/players/e/eatonma01.html,"University of California, Los Angeles",1983,24-1-1957,275,1993,False,C,7-4
http://www.basketball-reference.com/players/e/eavesje01.html,University of Louisville,1983,8-2-1959,180,1987,False,G,6-4
http://www.basketball-reference.com/players/e/ebankde01.html,West Virginia University,2011,28-10-1989,215,2013,True,F,6-9
http://www.basketball-reference.com/players/e/ebbenbi01.html,University of Detroit Mercy,1958,7-10-1935,190,1958,False,G,6-4
http://www.basketball-reference.com/players/e/eberhal01.html,University of Missouri,1975,10-5-1952,225,1978,False,F,6-6
http://www.basketball-reference.com/players/e/ebind01.html,NA,2004,18-6-1984,200,2005,False,F,6-9
http://www.basketball-reference.com/players/e/ebronro01.html,University of Louisiana at Lafayette,1974,31-8-1951,220,1974,False,C,6-9
http://www.basketball-reference.com/players/e/eddieja01.html,Virginia Polytechnic Institute and State University,2016,30-10-1991,218,2016,True,G-F,6-7
http://www.basketball-reference.com/players/e/eddiepa01.html,University of Mississippi,1992,27-12-1967,240,1992,False,C,6-11
http://www.basketball-reference.com/players/e/eddledi01.html,University of Illinois at Urbana-Champaign,1950,27-12-1922,189,1953,False,F-G,6-3
http://www.basketball-reference.com/players/e/edelike01.html,University of Virginia,1985,24-5-1962,205,1985,False,F,6-8
http://www.basketball-reference.com/players/e/edgech01.html,LeMoyne-Owen College,1974,23-2-1950,210,1975,False,F,6-6
http://www.basketball-reference.com/players/e/edmonbo01.html,Tennessee State University,1968,8-3-1941,220,1970,False,F,6-6
http://www.basketball-reference.com/players/e/edmonke01.html,Purdue University,1983,28-9-1960,195,1984,False,G,6-5
http://www.basketball-reference.com/players/e/edneyty01.html,"University of California, Los Angeles",1996,14-2-1973,152,2001,False,G,5-10
http://www.basketball-reference.com/players/e/edwarbi01.html,Wright State University,1994,22-9-1971,215,1994,False,F,6-8
http://www.basketball-reference.com/players/e/edwarbl01.html,East Carolina University,1990,31-10-1965,200,1999,False,G-F,6-4
http://www.basketball-reference.com/players/e/edwarco01.html,Central Connecticut State University,2005,5-3-1979,275,2005,False,F,6-9
http://www.basketball-reference.com/players/e/edwardo01.html,Florida State University,1994,21-1-1971,220,1996,False,F,6-7
http://www.basketball-reference.com/players/e/edwarfr01.html,Cleveland State University,1982,2-2-1959,170,1988,False,G,6-1
http://www.basketball-reference.com/players/e/edwarja01.html,University of Washington,1978,22-11-1955,225,1996,False,C-F,7-0
http://www.basketball-reference.com/players/e/edwarja02.html,Indiana University,1990,3-1-1969,185,1990,False,G,6-4
http://www.basketball-reference.com/players/e/edwarjo01.html,Kent State University,2005,31-7-1981,275,2006,False,C,7-0
http://www.basketball-reference.com/players/e/edwarke01.html,DePaul University,1989,30-10-1965,190,2001,False,G,6-3
http://www.basketball-reference.com/players/e/edwarsh01.html,University of Arkansas at Little Rock,2014,31-5-1987,220,2014,True,F,6-7
http://www.basketball-reference.com/players/e/eganjo01.html,Providence College,1962,31-1-1939,180,1972,False,G,5-11
http://www.basketball-reference.com/players/e/egglelo01.html,Oklahoma State University,1949,8-6-1918,170,1949,False,G,6-0
http://www.basketball-reference.com/players/e/ehlerbu01.html,Purdue University,1948,10-3-1923,198,1949,False,F-G,6-3
http://www.basketball-reference.com/players/e/ehlocr01.html,Washington State University,1984,11-8-1961,180,1997,False,G-F,6-6
http://www.basketball-reference.com/players/e/eichhdi01.html,Southeast Missouri State University,1962,21-10-1933,200,1962,False,G,6-3
http://www.basketball-reference.com/players/e/eisleho01.html,Boston College,1995,4-12-1972,177,2006,False,G,6-2
http://www.basketball-reference.com/players/e/ekeziob01.html,University of Maryland,2000,22-8-1975,270,2005,False,F-C,6-9
http://www.basketball-reference.com/players/e/elamikh01.html,University of Connecticut,2001,25-4-1979,200,2001,False,G,5-10
http://www.basketball-reference.com/players/e/eliasdo01.html,Hamline University,1947,24-7-1918,210,1947,False,F,6-2
http://www.basketball-reference.com/players/e/eliema01.html,American International College,1991,26-11-1963,210,2001,False,G-F,6-5
http://www.basketball-reference.com/players/e/ellefra01.html,West Texas A&M University,1949,18-11-1922,230,1951,False,C,6-8
http://www.basketball-reference.com/players/e/ellinwa01.html,University of North Carolina,2010,29-10-1987,200,2016,True,G,6-4
http://www.basketball-reference.com/players/e/elliobo01.html,University of Arizona,1979,18-8-1955,225,1981,False,C-F,6-9
http://www.basketball-reference.com/players/e/elliose01.html,University of Arizona,1990,2-2-1968,205,2001,False,F,6-8
http://www.basketball-reference.com/players/e/ellisbo02.html,Marquette University,1978,8-8-1954,197,1980,False,F,6-9
http://www.basketball-reference.com/players/e/ellisbo01.html,Niagara University,1959,11-2-1936,185,1960,False,F,6-5
http://www.basketball-reference.com/players/e/ellisda01.html,University of Tennessee,1984,6-8-1960,205,2000,False,G-F,6-7
http://www.basketball-reference.com/players/e/ellisha01.html,Morehouse College,1994,7-10-1970,200,1998,False,G,6-5
http://www.basketball-reference.com/players/e/ellisjo01.html,University of San Francisco,1967,3-5-1944,175,1974,False,F-G,6-6
http://www.basketball-reference.com/players/e/ellisla01.html,University of Notre Dame,1993,5-5-1970,240,2003,False,F,6-8
http://www.basketball-reference.com/players/e/ellisle02.html,Syracuse University,1992,28-4-1969,225,1996,False,F-C,6-9
http://www.basketball-reference.com/players/e/ellisle01.html,St. John's University,1963,10-3-1940,210,1976,False,C-F,6-10
http://www.basketball-reference.com/players/e/ellismo01.html,NA,2006,26-10-1985,185,2016,True,G,6-3
http://www.basketball-reference.com/players/e/ellispe01.html,University of Louisville,1990,3-4-1967,210,2001,False,F-C,6-9
http://www.basketball-reference.com/players/e/elmorle01.html,University of Maryland,1975,28-3-1952,220,1984,False,C-F,6-9
http://www.basketball-reference.com/players/e/elsonfr01.html,University of California,2004,28-2-1976,235,2012,False,C,7-0
http://www.basketball-reference.com/players/e/elstoda01.html,University of North Carolina,1975,15-8-1952,190,1977,False,G,6-4
http://www.basketball-reference.com/players/e/elyme01.html,"California State University, Fresno",2003,2-5-1978,260,2014,True,C,6-10
http://www.basketball-reference.com/players/e/embrywa01.html,Miami University,1959,26-3-1937,240,1969,False,C-F,6-8
http://www.basketball-reference.com/players/e/emmetan01.html,Texas Tech University,2005,27-8-1982,230,2012,False,F,6-5
http://www.basketball-reference.com/players/e/endrene01.html,University of Akron,1947,2-3-1918,200,1947,False,F-G,6-2
http://www.basketball-reference.com/players/e/englech01.html,University of Wyoming,1983,1-3-1959,245,1988,False,C,6-11
http://www.basketball-reference.com/players/e/englewa01.html,"University of California, Irvine",1989,6-12-1966,245,1989,False,F,6-8
http://www.basketball-reference.com/players/e/engliaj01.html,Virginia Union University,1991,11-7-1967,175,1992,False,G,6-3
http://www.basketball-reference.com/players/e/englial01.html,University of South Carolina,1977,5-1-1954,190,1991,False,F,6-7
http://www.basketball-reference.com/players/e/englicl01.html,University of Rhode Island,1971,26-12-1946,185,1971,False,F,6-4
http://www.basketball-reference.com/players/e/englijo01.html,University of South Carolina,1993,4-2-1970,195,1995,False,G,6-4
http://www.basketball-reference.com/players/e/engliki01.html,University of Missouri,2013,24-9-1988,200,2013,True,G,6-6
http://www.basketball-reference.com/players/e/englisc01.html,University of Texas at El Paso,1973,20-10-1950,205,1975,False,F,6-6
http://www.basketball-reference.com/players/e/engluge01.html,University of Wisconsin,1950,21-10-1917,205,1950,False,F-C,6-5
http://www.basketball-reference.com/players/e/ennisja01.html,"California State University, Long Beach",2015,1-7-1990,210,2016,True,F,6-7
http://www.basketball-reference.com/players/e/ennisty01.html,Syracuse University,2015,24-8-1994,194,2016,True,G,6-3
http://www.basketball-reference.com/players/e/eppsra01.html,Norfolk State University,1979,20-8-1956,195,1979,False,F,6-6
http://www.basketball-reference.com/players/e/erdense01.html,NA,2011,28-7-1986,240,2012,False,C,7-0
http://www.basketball-reference.com/players/e/eriasbo01.html,Niagara University,1958,30-7-1932,220,1958,False,F,6-3
http://www.basketball-reference.com/players/e/erickke01.html,"University of California, Los Angeles",1966,19-4-1944,195,1977,False,F-G,6-5
http://www.basketball-reference.com/players/e/ervinju01.html,University of Massachusetts Amherst,1972,22-2-1950,210,1987,False,F-G,6-7
http://www.basketball-reference.com/players/e/eschmev01.html,Northwestern University,2000,30-5-1975,255,2003,False,C,6-11
http://www.basketball-reference.com/players/e/eskrija01.html,University of Kansas,1949,21-1-1924,200,1949,False,C-F,6-5
http://www.basketball-reference.com/players/e/esposvi01.html,NA,1996,3-1-1969,198,1996,False,G,6-3
http://www.basketball-reference.com/players/e/evansbi01.html,Boston College,1970,3-3-1947,170,1970,False,G,6-0
http://www.basketball-reference.com/players/e/evansbo01.html,Butler University,1950,31-5-1925,175,1950,False,G,6-2
http://www.basketball-reference.com/players/e/evansbr01.html,Indiana University,1997,13-9-1973,220,1999,False,F,6-8
http://www.basketball-reference.com/players/e/evansea01.html,"University of Nevada, Las Vegas",1980,11-11-1955,202,1980,False,F,6-8
http://www.basketball-reference.com/players/e/evansje01.html,Western Kentucky University,2011,24-10-1987,196,2016,True,F,6-9
http://www.basketball-reference.com/players/e/evansma01.html,University of Texas at Austin,2002,8-11-1978,220,2012,False,G,6-5
http://www.basketball-reference.com/players/e/evansmi01.html,Kansas State University,1980,19-4-1955,170,1988,False,G,6-1
http://www.basketball-reference.com/players/e/evansre01.html,University of Iowa,2003,18-5-1980,245,2015,True,F,6-8
http://www.basketball-reference.com/players/e/evansty01.html,University of Memphis,2010,19-9-1989,220,2016,True,G-F,6-6
